"x","y","Cprod","Infra","Econ","Lprod","Nat","Fprod","FR","BT"
2843,2732,0.3162872,0.5249483,0.5066124,0.1485217,0.5447623,0.5213911,"NCConv_Livestock",2
2843,2733,0.3062071,0.5453846,0.5066124,0.1497051,0.5493814,0.518962,"NCConv_Livestock",1
2843,2734,0,0,0,0,0,0,"UNMANAGED",0
2843,2735,0.2971614,0.5963879,0.5699403,0.1521614,0.5595908,0.5130547,"NCConv_Livestock",3
2843,2736,0.3218116,0.6297326,0.6287714,0.153444,0.564816,0.5096327,"Forester",0
2843,2737,0.3195379,0.6719973,0.6517905,0.1546539,0.5705238,0.5063025,"NCConv_Cereal",4
2843,2738,0.3175883,0.7297696,0.6287714,0.1552593,0.5758618,0.5038701,"NCConv_Livestock",2
2843,2739,0.3184171,0.7723661,0.5699403,0.1556928,0.5820391,0.5017707,"Forester",0
2843,2740,0.3176573,0.7369971,0.5699403,0.1560238,0.5882674,0.5000879,"NCConv_Livestock",5
2843,2741,0.3184171,0.7215649,0.5699403,0.1564131,0.5936162,0.4983719,"Forester",0
2843,2742,0.3184171,0.6662511,0.6287714,0.156846,0.5982473,0.496705,"Forester",0
2843,2743,0.3176573,0.6253111,0.5699403,0.1573477,0.6022103,0.4954037,"NCConv_Cereal",4
2843,2744,0.319969,0.6128799,0.6303201,0.1578879,0.6058854,0.4939615,"NCConv_Cereal",1
2843,2745,0.3176573,0.6503401,0.7581967,0.158456,0.6093462,0.4924063,"NCConv_Cereal",5
2843,2746,0.3164229,0.6866424,0.7032284,0.1590867,0.612853,0.4906324,"NCConv_Livestock",5
2843,2747,0.3242243,0.7512972,0.5066124,0.1597722,0.6164131,0.4886579,"NCConv_Livestock",3
2843,2748,0.3267385,0.8002463,0.6303201,0.16052,0.6200351,0.4864553,"NCConv_Cereal",3
2843,2749,0.3239697,0.7576292,0.6303201,0.1613392,0.62373,0.4841186,"NCConv_Cereal",1
2843,2750,0.3242243,0.7404791,0.5066124,0.1622405,0.6272691,0.4816277,"NCConv_Cereal",2
2843,2751,0.3083769,0.6793622,0.5066124,0.1632015,0.630596,0.4790338,"NCConv_Cereal",4
2843,2752,0,0.6353449,0.5699403,0.1643055,0.6345654,0.4761639,"NCConv_Livestock",4
2844,2597,0.3122429,0.4137971,0.5006839,0.3486035,0.6406911,0.4565235,"NCConv_Livestock",5
2844,2598,0.3160875,0.4236143,0.5006839,0.3483235,0.6363155,0.4573891,"Forester",0
2844,2599,0.3188921,0.4340791,0.5006839,0.348044,0.6321565,0.4582498,"Forester",0
2844,2600,0.3160875,0.4452827,0.5006839,0.3477637,0.628214,0.4591211,"Forester",0
2844,2601,0.3180795,0.4573376,0.4435512,0.3474978,0.6244882,0.4599895,"Forester",0
2844,2602,0.2717194,0.4677988,0.5006839,0.3472464,0.620979,0.4608548,"NCConv_Livestock",4
2844,2603,0.2795323,0.4817741,0.5068792,0.3470094,0.6176863,0.4617171,"Forester",0
2844,2604,0.299811,0.4898059,0.4937374,0.3467869,0.6146103,0.4625765,"Forester",0
2844,2605,0.3569503,0.4832622,0.5702071,0.3465789,0.6117508,0.4634328,"Forester",0
2844,2606,0.3543677,0.4800186,0.4937374,0.3463853,0.609108,0.4642862,"Forester",0
